word,pos,cefr
form,verb,A1
hotel,noun,A1
local,adj,A1
eight,number,A1
forty,number,A1
hour,noun,A1
long,adj,A1
long,adv,A1
eighteen,number,A1
four,number,A1
house,noun,A1
look,verb,A1
eighty,number,A1
fourteen,number,A1
how,adv,A1
lose,verb,A1
elephant,noun,A1
fourth,number,A1
however,adv,A1
lot,pron,A1
lot,det,A1
lot,adv,A1
eleven,number,A1
free,adj,A1
hundred,number,A1
love,noun,A1
love,verb,A1
else,adv,A1
Friday,noun,A1
hungry,adj,A1
lunch,noun,A1
email,noun,A1
email,verb,A1
friend,noun,A1
husband,noun,A1
machine,noun,A1
end,noun,A1
end,verb,A1
friendly,adj,A1
I,pron,A1
magazine,noun,A1
enjoy,verb,A1
from,prep,A1
ice,noun,A1
main,adj,A1
enough,det,A1
enough,pron,A1
enough,adv,A1
front,noun,A1
front,adj,A1
make,verb,A1
euro,noun,A1
fruit,noun,A1
idea,noun,A1
mall,noun,A1
even,adv,A1
full,adj,A1
if,conj,A1
man,noun,A1
evening,noun,A1
fun,noun,A1
imagine,verb,A1
many,det,A1
many,pron,A1
event,noun,A1
funny,adj,A1
important,adj,A1
map,noun,A1
ever,adv,A1
future,noun,A1
improve,verb,A1
March,noun,A1
every,det,A1
game,noun,A1
in,prep,A1
in,adv,A1
market,noun,A1
everybody,pron,A1
garden,noun,A1
include,verb,A1
married,adj,A1
everyone,pron,A1
geography,noun,A1
information,noun,A1
match,noun,A1
match,verb,A1
everything,pron,A1
get,verb,A1
interest,noun,A1
interest,verb,A1
May,noun,A1
exam,noun,A1
girl,noun,A1
interested,adj,A1
maybe,adv,A1
example,noun,A1
girlfriend,noun,A1
interesting,adj,A1
me,pron,A1
excited,adj,A1
give,verb,A1
internet,noun,A1
meal,noun,A1
exciting,adj,A1
glass,noun,A1
interview,noun,A1
interview,verb,A1
mean,verb,A1
exercise,noun,A1
exercise,verb,A1
go,verb,A1
into,prep,A1
meaning,noun,A1
expensive,adj,A1
good,adj,A1
introduce,verb,A1
meat,noun,A1
explain,verb,A1
goodbye,exclam,A1
goodbye,noun,A1
island,noun,A1
meet,verb,A1
extra,adj,A1
grandfather,noun,A1
it,pron,A1
meeting,noun,A1
eye,noun,A1
grandmother,noun,A1
its,det,A1
member,noun,A1
face,noun,A1
grandparent,noun,A1
jacket,noun,A1
menu,noun,A1
fact,noun,A1
gray,adj,A1
gray,noun,A1
January,noun,A1
message,noun,A1
fall,verb,A1
fall,noun,A1
great,adj,A1
jeans,noun,A1
meter,noun,A1
false,adj,A1
green,adj,A1
green,noun,A1
job,noun,A1
midnight,noun,A1
family,noun,A1
family,adj,A1
group,noun,A1
join,verb,A1
mile,noun,A1
famous,adj,A1
grow,verb,A1
juice,noun,A1
milk,noun,A1
fantastic,adj,A1
guess,verb,A1
guess,noun,A1
July,noun,A1
million,number,A1
far,adv,A1
guitar,noun,A1
June,noun,A1
minute,noun,A1
farm,noun,A1
gym,noun,A1
just,adv,A1
miss,verb,A1
farmer,noun,A1
hair,noun,A1
keep,verb,A1
mistake,noun,A1
fast,adj,A1
fast,adv,A1
half,noun,A1
half,det,A1
half,pron,A1
key,noun,A1
key,adj,A1
model,noun,A1
fat,adj,A1
hand,noun,A1
kind,noun,A1
modern,adj,A1
father,noun,A1
happen,verb,A1
kitchen,noun,A1
mom,noun,A1
favorite,adj,A1
favorite,noun,A1
happy,adj,A1
know,verb,A1
moment,noun,A1
February,noun,A1
hard,adj,A1
hard,adv,A1
land,noun,A1
Monday,noun,A1
feel,verb,A1
hat,noun,A1
language,noun,A1
money,noun,A1
feeling,noun,A1
hate,verb,A1
large,adj,A1
month,noun,A1
festival,noun,A1
have,verb,A1
last,det,A1
more,det,A1
more,pron,A1
more,adv,A1
few,det,A1
few,adj,A1
few,pron,A1
to,modalv,A1
late,adj,A1
late,adv,A1
morning,noun,A1
fifteen,number,A1
he,pron,A1
later,adv,A1
most,det,A1
most,pron,A1
most,adv,A1
fifth,number,A1
head,noun,A1
laugh,verb,A1
laugh,noun,A1
mother,noun,A1
fifty,number,A1
health,noun,A1
learn,verb,A1
mountain,noun,A1
fill,verb,A1
healthy,adj,A1
leave,verb,A1
mouse,noun,A1
final,adj,A1
hear,verb,A1
left,adj,A1
left,adv,A1
left,noun,A1
mouth,noun,A1
find,verb,A1
hello,exclam,A1
hello,noun,A1
leg,noun,A1
move,verb,A1
fine,adj,A1
help,verb,A1
help,noun,A1
lesson,noun,A1
movie,noun,A1
finish,verb,A1
her,pron,A1
her,det,A1
let,verb,A1
much,det,A1
much,pron,A1
much,adv,A1
fire,noun,A1
here,adv,A1
letter,noun,A1
museum,noun,A1
first,det,A1
first,number,A1
first,adv,A1
hey,exclam,A1
library,noun,A1
music,noun,A1
fish,noun,A1
hi,exclam,A1
lie,verb,A1
must,modalv,A1
five,number,A1
high,adj,A1
life,noun,A1
my,det,A1
flight,noun,A1
him,pron,A1
light,noun,A1
name,noun,A1
name,verb,A1
floor,noun,A1
his,detadj,A1
natural,adj,A1
flower,noun,A1
history,noun,A1
like,prep,A1
near,prep,A1
near,adj,A1
near,adv,A1
fly,verb,A1
hobby,noun,A1
like,verb,A1
need,verb,A1
follow,verb,A1
home,noun,A1
home,adv,A1
line,noun,A1
negative,adj,A1
food,noun,A1
homework,noun,A1
lion,noun,A1
neighbor,noun,A1
foot,noun,A1
hope,verb,A1
list,noun,A1
list,verb,A1
neighborhood,noun,A1
football,noun,A1
horse,noun,A1
listen,verb,A1
never,adv,A1
for,prep,A1
hospital,noun,A1
little,adj,A1
little,det,A1
little,pron,A1
new,adj,A1
news,noun,A1
period,noun,A1
river,noun,A1
space,noun,A1
newspaper,noun,A1
person,noun,A1
road,noun,A1
speak,verb,A1
next,adj,A1
next,adv,A1
personal,adj,A1
room,noun,A1
special,adj,A1
to,prep,A1
phone,noun,A1
phone,verb,A1
routine,noun,A1
spell,verb,A1
nice,adj,A1
photo,noun,A1
rule,noun,A1
spelling,noun,A1
night,noun,A1
photograph,noun,A1
run,verb,A1
spend,verb,A1
nine,number,A1
phrase,noun,A1
sad,adj,A1
sport,noun,A1
nineteen,number,A1
piano,noun,A1
salad,noun,A1
spring,noun,A1
ninety,number,A1
picture,noun,A1
salt,noun,A1
stand,verb,A1
no,exclam,A1
no,det,A1
piece,noun,A1
same,adj,A1
same,pron,A1
same,adv,A1
star,noun,A1
one,pron,A1
pig,noun,A1
sandwich,noun,A1
start,verb,A1
nobody,pron,A1
pink,adj,A1
pink,noun,A1
Saturday,noun,A1
statement,noun,A1
north,noun,A1
north,adj,A1
north,adv,A1
place,noun,A1
say,verb,A1
station,noun,A1
nose,noun,A1
plan,noun,A1
plan,verb,A1
school,noun,A1
stay,verb,A1
not,adv,A1
plane,noun,A1
science,noun,A1
still,adv,A1
note,noun,A1
plant,noun,A1
scientist,noun,A1
stop,verb,A1
stop,noun,A1
nothing,pron,A1
play,verb,A1
play,noun,A1
store,noun,A1
November,noun,A1
player,ndet,A1
player,number,A1
story,noun,A1
now,adv,A1
please,exclam,A1
second,noun,A1
street,noun,A1
number,noun,A1
point,noun,A1
section,noun,A1
strong,adj,A1
nurse,noun,A1
police,noun,A1
see,verb,A1
student,noun,A1
object,noun,A1
policeman,noun,A1
sell,verb,A1
study,noun,A1
study,verb,A1
ocean,noun,A1
pool,noun,A1
send,verb,A1
style,noun,A1
clock,adv,A1
poor,adj,A1
sentence,noun,A1
subject,noun,A1
October,noun,A1
popular,adj,A1
September,noun,A1
success,noun,A1
of,prep,A1
positive,adj,A1
seven,number,A1
sugar,noun,A1
off,adv,A1
off,prep,A1
possible,adj,A1
seventeen,number,A1
summer,noun,A1
office,noun,A1
post,noun,A1
post,verb,A1
seventy,number,A1
sun,noun,A1
often,adv,A1
potato,noun,A1
share,verb,A1
Sunday,noun,A1
oh,exclam,A1
pound,noun,A1
she,pron,A1
supermarket,noun,A1
OK,exclam,A1
OK,adj,A1
OK,adv,A1
practice,noun,A1
practice,verb,A1
sheep,noun,A1
sure,adj,A1
old,adj,A1
prefer,verb,A1
shirt,noun,A1
sweater,noun,A1
on,prep,A1
on,adv,A1
prepare,verb,A1
shoe,noun,A1
swim,verb,A1
once,adv,A1
present,adj,A1
present,noun,A1
shop,noun,A1
shop,verb,A1
swimming,noun,A1
one,number,A1
one,det,A1
pretty,adj,A1
pretty,adv,A1
shopping,noun,A1
table,noun,A1
onion,noun,A1
price,noun,A1
short,adj,A1
take,verb,A1
online,adj,A1
online,adv,A1
probably,adv,A1
should,modalv,A1
talk,verb,A1
only,adj,A1
only,adv,A1
problem,noun,A1
show,verb,A1
show,noun,A1
tall,adj,A1
open,adj,A1
open,verb,A1
product,noun,A1
shower,noun,A1
taxi,noun,A1
opinion,noun,A1
program,noun,A1
sick,adj,A1
tea,noun,A1
opposite,adj,A1
opposite,noun,A1
opposite,prep,A1
opposite,adv,A1
project,noun,A1
similar,adj,A1
teach,verb,A1
or,conj,A1
purple,adj,A1
purple,noun,A1
sing,verb,A1
teacher,noun,A1
orange,noun,A1
orange,adj,A1
put,verb,A1
singer,noun,A1
team,noun,A1
order,noun,A1
order,verb,A1
quarter,noun,A1
sister,noun,A1
teenager,noun,A1
other,adj,A1
other,pron,A1
question,noun,A1
sit,verb,A1
telephone,noun,A1
telephone,verb,A1
our,det,A1
quick,adj,A1
situation,noun,A1
television,noun,A1
out,adv,A1
out,prep,A1
quickly,adv,A1
six,number,A1
tell,verb,A1
outside,adv,A1
quiet,adj,A1
sixteen,number,A1
ten,number,A1
over,prep,A1
over,adv,A1
quite,adv,A1
sixty,number,A1
tennis,noun,A1
own,adj,A1
own,pron,A1
radio,noun,A1
skill,noun,A1
terrible,adj,A1
page,noun,A1
rain,noun,A1
rain,verb,A1
skirt,noun,A1
test,noun,A1
test,verb,A1
paint,verb,A1
paint,noun,A1
read,verb,A1
sleep,verb,A1
text,noun,A1
painting,noun,A1
reader,noun,A1
slow,adj,A1
than,conj,A1
pair,noun,A1
reading,noun,A1
small,adj,A1
thank,verb,A1
pants,noun,A1
ready,adj,A1
smart,adj,A1
thanks,exclam,A1
thanks,noun,A1
paper,noun,A1
real,adj,A1
snake,noun,A1
that,det,A1
that,pron,A1
that,conj,A1
paragraph,noun,A1
really,adv,A1
snow,noun,A1
snow,verb,A1
the,definitearticle,A1
parent,noun,A1
reason,noun,A1
so,adv,A1
so,conj,A1
theater,noun,A1
park,noun,A1
park,verb,A1
red,adj,A1
red,noun,A1
some,det,A1
some,pron,A1
their,det,A1
part,noun,A1
relax,verb,A1
somebody,pron,A1
them,pron,A1
partner,noun,A1
remember,verb,A1
someone,pron,A1
then,adv,A1
party,noun,A1
repeat,verb,A1
something,pron,A1
there,adv,A1
passport,noun,A1
report,noun,A1
sometimes,adv,A1
they,pron,A1
past,adj,A1
past,noun,A1
past,prep,A1
restaurant,noun,A1
son,noun,A1
thing,noun,A1
pay,verb,A1
result,noun,A1
song,noun,A1
think,verb,A1
pen,noun,A1
return,verb,A1
return,noun,A1
soon,adv,A1
third,number,A1
pencil,noun,A1
rice,noun,A1
sorry,adj,A1
sorry,exclam,A1
thirsty,adj,A1
people,noun,A1
rich,adj,A1
sound,noun,A1
sound,verb,A1
thirteen,number,A1
pepper,noun,A1
ride,verb,A1
soup,noun,A1
thirty,number,A1
perfect,adj,A1
right,adj,A1
right,adv,A1
right,noun,A1
south,noun,A1
south,adj,A1
south,adv,A1
this,det,A1
this,pron,A1
thousand,number,A1
Wednesday,noun,A1
almost,adv,A1
book,verb,A1
three,number,A1
week,noun,A1
alone,adj,A1
alone,adv,A1
borrow,verb,A1
through,prep,A1
through,adv,A1
weekend,noun,A1
along,prep,A1
along,adv,A1
boss,noun,A1
Thursday,noun,A1
welcome,exclam,A1
welcome,verb,A1
welcome,adj,A1
already,adv,A1
bottom,noun,A1
bottom,adj,A1
ticket,noun,A1
well,adv,A1
well,adj,A1
well,exclam,A1
alternative,noun,A1
bowl,noun,A1
time,noun,A1
west,noun,A1
west,adj,A1
west,adv,A1
although,conj,A1
brain,noun,A1
tired,adj,A1
what,pron,A1
what,det,A1
among,prep,A1
bridge,noun,A1
title,noun,A1
when,adv,A1
when,pron,A1
when,conj,A1
amount,noun,A1
bright,adj,A1
to,infinitivemarker,A1
where,adv,A1
where,conj,A1
analyze,verb,A1
brilliant,adj,A1
today,adv,A1
today,noun,A1
which,pron,A1
which,det,A1
ancient,adj,A1
broken,adj,A1
together,adv,A1
white,adj,A1
white,noun,A1
ankle,noun,A1
brush,verb,A1
brush,noun,A1
toilet,noun,A1
who,pron,A1
any,adv,A1
burn,verb,A1
tomato,noun,A1
why,adv,A1
anybody,pron,A1
businessman,noun,A1
tomorrow,adv,A1
tomorrow,noun,A1
wife,noun,A1
anymore,adv,A1
button,noun,A1
tonight,adv,A1
tonight,noun,A1
will,modalv,A1
anyway,adv,A1
camp,noun,A1
camp,verb,A1
too,adv,A1
win,verb,A1
anywhere,adv,A1
anywhere,pron,A1
camping,noun,A1
tooth,noun,A1
window,noun,A1
app,noun,A1
campus,noun,A1
topic,noun,A1
wine,noun,A1
appear,verb,A1
can,noun,A1
tourist,noun,A1
winter,noun,A1
appearance,noun,A1
candy,noun,A1
town,noun,A1
with,prep,A1
apply,verb,A1
care,noun,A1
care,verb,A1
traffic,noun,A1
without,prep,A1
architect,noun,A1
careful,adj,A1
train,noun,A1
woman,noun,A1
architecture,noun,A1
carefully,adv,A1
travel,verb,A1
travel,noun,A1
wonderful,adj,A1
argue,verb,A1
carpet,noun,A1
tree,noun,A1
word,noun,A1
argument,noun,A1
cartoon,noun,A1
trip,noun,A1
work,verb,A1
work,noun,A1
army,noun,A1
case,noun,A1
truck,noun,A1
worker,noun,A1
arrange,verb,A1
cash,noun,A1
true,adj,A1
world,noun,A1
arrangement,noun,A1
catch,verb,A1
try,verb,A1
would,modalv,A1
as,adv,A1
as,conj,A1
cause,noun,A1
cause,verb,A1
T-shirt,noun,A1
write,verb,A1
asleep,adj,A1
celebrate,verb,A1
Tuesday,noun,A1
writer,noun,A1
assistant,noun,A1
assistant,adj,A1
celebrity,noun,A1
turn,verb,A1
turn,noun,A1
writing,noun,A1
athlete,noun,A1
cell,noun,A1
TV,noun,A1
wrong,adj,A1
attack,noun,A1
attack,verb,A1
century,noun,A1
twelve,number,A1
yard,noun,A1
attend,verb,A1
certain,adj,A1
twenty,number,A1
yeah,exclam,A1
attention,noun,A1
attention,exclam,A1
certainly,adv,A1
twice,adv,A1
year,noun,A1
attractive,adj,A1
chance,noun,A1
two,number,A1
yellow,adj,A1
yellow,noun,A1
audience,noun,A1
character,noun,A1
type,noun,A1
yes,exclam,A1
author,noun,A1
charity,noun,A1
umbrella,noun,A1
yesterday,adv,A1
yesterday,noun,A1
available,adj,A1
chat,verb,A1
chat,noun,A1
uncle,noun,A1
you,pron,A1
average,adj,A1
average,noun,A1
check,noun,A1
under,prep,A1
under,adv,A1
young,adj,A1
avoid,verb,A1
chef,noun,A1
understand,verb,A1
your,det,A1
award,noun,A1
chemistry,noun,A1
university,noun,A1
yourself,pron,A1
awful,adj,A1
chip,noun,A1
until,conj,A1
until,prep,A1
back,adj,A1
choice,noun,A1
up,adv,A1
up,prep,A1
background,noun,A1
church,noun,A1
upstairs,adv,A1
badly,adv,A2
cigarette,noun,A2
us,pron,A2
based,adj,A2
circle,noun,A2
circle,verb,A2
use,verb,A2
ability,noun,A2
bean,noun,A2
classical,adj,A2
useful,adj,A2
able,adj,A2
bear,noun,A2
clear,adj,A2
usually,adv,A2
accept,verb,A2
beat,verb,A2
clearly,adv,A2
vacation,noun,A2
accident,noun,A2
beef,noun,A2
clerk,noun,A2
vegetable,noun,A2
to,prep,A2
before,conj,A2
before,adv,A2
climate,noun,A2
very,adv,A2
achieve,verb,A2
behave,verb,A2
close,adj,A2
video,noun,A2
act,verb,A2
behavior,noun,A2
closed,adj,A2
visit,verb,A2
visit,noun,A2
active,adj,A2
belong,verb,A2
closet,noun,A2
visitor,noun,A2
actually,adv,A2
belt,noun,A2
clothing,noun,A2
wait,verb,A2
adult,adj,A2
benefit,noun,A2
cloud,noun,A2
waiter,noun,A2
advantage,noun,A2
best,adv,A2
best,noun,A2
coach,noun,A2
wake,verb,A2
adventure,noun,A2
better,adv,A2
coast,noun,A2
walk,verb,A2
walk,noun,A2
advertise,verb,A2
between,adv,A2
code,noun,A2
wall,noun,A2
advertisement,noun,A2
billion,number,A2
colleague,noun,A2
want,verb,A2
advertising,noun,A2
biology,noun,A2
collect,verb,A2
warm,adj,A2
affect,verb,A2
birth,noun,A2
column,noun,A2
wash,verb,A2
after,conj,A2
after,adv,A2
bit,noun,A2
comedy,noun,A2
watch,verb,A2
watch,noun,A2
against,prep,A2
blank,adj,A2
blank,noun,A2
comfortable,adj,A2
water,noun,A2
ah,exclam,A2
block,noun,A2
comment,noun,A2
way,noun,A2
airline,noun,A2
blood,noun,A2
communicate,verb,A2
we,pron,A2
alive,adj,A2
blow,verb,A2
community,noun,A2
wear,verb,A2
all,adv,A2
board,noun,A2
compete,verb,A2
weather,noun,A2
right,adj,A2
right,adv,A2
boil,verb,A2
competition,noun,A2
website,noun,A2
allow,verb,A2
bone,noun,A2
complain,verb,A2
completely,adv,A2
downtown,adv,A2
downtown,noun,A2
downtown,adj,A2
film,noun,A2
film,verb,A2
hit,verb,A2
hit,noun,A2
condition,noun,A2
drama,noun,A2
final,noun,A2
hockey,noun,A2
conference,noun,A2
drawing,noun,A2
finally,adv,A2
hold,verb,A2
connect,verb,A2
dream,noun,A2
dream,verb,A2
finger,noun,A2
hole,noun,A2
connected,adj,A2
drive,noun,A2
finish,noun,A2
holiday,noun,A2
consider,verb,A2
driving,noun,A2
fire,verb,A2
home,adj,A2
contain,verb,A2
drop,verb,A2
first,noun,A2
hope,noun,A2
context,noun,A2
drug,noun,A2
fish,verb,A2
huge,adj,A2
continent,noun,A2
dry,adj,A2
dry,verb,A2
fishing,noun,A2
human,adj,A2
human,noun,A2
continue,verb,A2
earn,verb,A2
fit,verb,A2
fit,adj,A2
hurt,verb,A2
hurt,adj,A2
control,noun,A2
control,verb,A2
earth,noun,A2
fix,verb,A2
ideal,adj,A2
cook,noun,A2
easily,adv,A2
flat,adj,A2
identify,verb,A2
cookie,noun,A2
education,noun,A2
flu,noun,A2
ill,adj,A2
copy,noun,A2
copy,verb,A2
effect,noun,A2
fly,noun,A2
illness,noun,A2
corner,noun,A2
either,det,A2
either,pron,A2
either,adv,A2
flying,noun,A2
flying,adj,A2
image,noun,A2
correctly,adv,A2
electric,adj,A2
focus,verb,A2
focus,noun,A2
immediately,adv,A2
count,verb,A2
electrical,adj,A2
following,adj,A2
impossible,adj,A2
couple,noun,A2
electricity,noun,A2
foreign,adj,A2
included,adj,A2
cover,verb,A2
electronic,adj,A2
forest,noun,A2
including,prep,A2
crazy,adj,A2
elevator,noun,A2
fork,noun,A2
increase,verb,A2
increase,noun,A2
creative,adj,A2
employ,verb,A2
formal,adj,A2
incredible,adj,A2
credit,noun,A2
employee,noun,A2
fortunately,adv,A2
independent,adj,A2
crime,noun,A2
employer,noun,A2
forward,adv,A2
individual,noun,A2
individual,adj,A2
criminal,noun,A2
empty,adj,A2
free,adv,A2
industry,noun,A2
cross,verb,A2
cross,noun,A2
ending,noun,A2
fresh,adj,A2
informal,adj,A2
crowd,noun,A2
energy,noun,A2
frog,noun,A2
injury,noun,A2
crowded,adj,A2
engine,noun,A2
fun,adj,A2
insect,noun,A2
cry,verb,A2
engineer,noun,A2
furniture,noun,A2
inside,prep,A2
inside,adv,A2
inside,noun,A2
inside,adj,A2
curly,adj,A2
enormous,adj,A2
further,adj,A2
instead,adv,A2
cycle,noun,A2
cycle,verb,A2
enter,verb,A2
future,adj,A2
instruction,noun,A2
daily,adj,A2
environment,noun,A2
gallery,noun,A2
instructor,noun,A2
danger,noun,A2
equipment,noun,A2
gap,noun,A2
instrument,noun,A2
dark,noun,A2
error,noun,A2
garbage,noun,A2
intelligent,adj,A2
data,noun,A2
especially,adv,A2
gas,noun,A2
international,adj,A2
dead,adj,A2
essay,noun,A2
gate,noun,A2
introduction,noun,A2
deal,verb,A2
everyday,adj,A2
general,adj,A2
invent,verb,A2
death,noun,A2
everywhere,adv,A2
gift,noun,A2
invention,noun,A2
decision,noun,A2
evidence,noun,A2
goal,noun,A2
invitation,noun,A2
deep,adj,A2
exact,adj,A2
god,noun,A2
invite,verb,A2
definitely,adv,A2
exactly,adv,A2
gold,noun,A2
gold,adj,A2
involve,verb,A2
degree,noun,A2
excellent,adj,A2
golf,noun,A2
item,noun,A2
dentist,noun,A2
except,prep,A2
good,noun,A2
itself,pron,A2
department,noun,A2
exist,verb,A2
government,noun,A2
jam,noun,A2
depend,verb,A2
expect,verb,A2
grass,noun,A2
jazz,noun,A2
desert,noun,A2
experience,noun,A2
greet,verb,A2
jewelry,noun,A2
designer,noun,A2
experiment,noun,A2
grocery,noun,A2
joke,noun,A2
joke,verb,A2
dessert,noun,A2
expert,noun,A2
expert,adj,A2
ground,noun,A2
journalist,noun,A2
destroy,verb,A2
explanation,noun,A2
guest,noun,A2
jump,verb,A2
jump,noun,A2
detective,noun,A2
express,verb,A2
guide,noun,A2
guide,verb,A2
kid,noun,A2
develop,verb,A2
expression,noun,A2
gun,noun,A2
kill,verb,A2
device,noun,A2
extreme,adj,A2
guy,noun,A2
kilometer,noun,A2
diary,noun,A2
extremely,adv,A2
habit,noun,A2
king,noun,A2
differently,adv,A2
factor,noun,A2
half,adv,A2
knee,noun,A2
digital,adj,A2
factory,noun,A2
hall,noun,A2
knife,noun,A2
direct,adj,A2
fail,verb,A2
happily,adv,A2
knock,verb,A2
direction,noun,A2
fair,adj,A2
have,auxiliaryv,A2
knowledge,noun,A2
director,noun,A2
fan,noun,A2
headache,noun,A2
lab,noun,A2
disagree,verb,A2
farm,verb,A2
heart,noun,A2
lady,noun,A2
disappear,verb,A2
farming,noun,A2
heat,noun,A2
heat,verb,A2
lake,noun,A2
disaster,noun,A2
fashion,noun,A2
heavy,adj,A2
lamp,noun,A2
discover,verb,A2
fat,noun,A2
height,noun,A2
land,verb,A2
discovery,noun,A2
fear,noun,A2
helpful,adj,A2
laptop,noun,A2
discussion,noun,A2
feature,noun,A2
hero,noun,A2
last,adv,A2
last,noun,A2
disease,noun,A2
feed,verb,A2
hers,pron,A2
last,verb,A2
distance,noun,A2
female,adj,A2
female,noun,A2
herself,pron,A2
later,adj,A2
divorced,adj,A2
fever,noun,A2
hide,verb,A2
laughter,noun,A2
document,noun,A2
fiction,noun,A2
high,adv,A2
law,noun,A2
double,adj,A2
double,det,A2
double,pron,A2
double,verb,A2
field,noun,A2
hill,noun,A2
lawyer,noun,A2
download,verb,A2
download,noun,A2
fight,verb,A2
fight,noun,A2
himself,pron,A2
lazy,adj,A2
downstairs,adj,A2
figure,noun,A2
his,pron,A2
lead,verb,A2
leader,noun,A2
noisy,adj,A2
president,noun,A2
rock,noun,A2
learning,noun,A2
none,pron,A2
